Open Date,Close Date,Symbol,Action,Units/Lots,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
10/17/2022 14:43,10/18/2022 10:59,EURUSD,Sell,0.010,0.97744,0.98266,-0.1000,0.0000,-52.2,-5.32,-0.04,00:20:15:30,0.0,0s,95.6,96.15,0.0,0.0,-95.6,-9.56,0.0,45.4,-52.20,-5.22
10/17/2022 02:45,10/18/2022 10:59,EURUSD,Sell,0.010,0.97492,0.98266,-0.1000,0.0000,-77.4,-7.84,-0.05,01:08:14:14,28.0,9h 1m,148.7,4.33,27.9,2.79,-120.8,-12.08,18.8,29.2,-105.30,-10.53
10/14/2022 15:15,10/14/2022 15:27,EURUSD,Sell Limit,0.010,0.98160,0.97565,0.0000,0.0000,0.0,0.00,0,00:00:12:29,,,,,,,,,,,,
10/14/2022 15:15,10/14/2022 15:27,EURUSD,Sell,0.010,0.97910,0.97571,-0.1000,0.0000,33.9,3.29,0.02,00:00:12:30,100.0,12m,2.9,0.03,33.9,3.39,0.0,0.0,100.0,100.0,0.00,0.00
10/14/2022 11:30,10/14/2022 14:56,EURUSD,Buy Limit,0.010,0.97038,0.97630,0.0000,0.0000,0.0,0.00,0,00:03:25:57,,,,,,,,,,,,
10/14/2022 11:30,10/14/2022 14:55,EURUSD,Buy,0.010,0.97288,0.97622,-0.1000,0.0000,33.4,3.24,0.02,00:03:25:58,56.6,1h 56m,44.8,0.55,33.7,3.3700000000000006,-18.4,-1.8399999999999999,64.7,99.4,-0.30,-0.03
10/14/2022 03:45,10/14/2022 09:20,EURUSD,Sell Limit,0.010,0.98189,0.97602,0.0000,0.0000,0.0,0.00,0,00:05:35:55,,,,,,,,,,,,
10/14/2022 03:45,10/14/2022 09:20,EURUSD,Sell,0.010,0.97939,0.97609,-0.1000,0.0000,33.0,3.20,0.02,00:05:35:56,80.6,4h 30m,21.1,0.35,33.8,3.38,-11.9,-1.1900000000000002,74.0,98.2,-0.80,-0.08
10/13/2022 19:33,10/14/2022 00:29,EURUSD,Sell Limit,0.020,0.98298,0.97683,0.0000,0.0000,0.0,0.00,0,00:04:55:48,,,,,,,,,,,,
10/13/2022 19:33,10/14/2022 00:29,EURUSD,Sell,0.010,0.98048,0.97697,-0.1000,0.0000,35.1,3.41,0.02,00:04:55:49,100.0,4h 55m,9.4,0.03,35.7,3.5700000000000003,0.0,0.0,100.0,98.3,-0.60,-0.06
10/13/2022 17:45,10/14/2022 00:29,EURUSD,Sell,0.010,0.97797,0.97697,-0.1000,0.0000,10.0,0.90,0.01,00:06:44:18,61.9,4h 10m,38.7,1.67,14.5,1.4500000000000002,-24.2,-2.42,37.5,88.4,-4.50,-0.45
10/13/2022 14:45,10/13/2022 15:20,EURUSD,Buy Limit,0.010,0.96237,0.96777,0.0000,0.0000,0.0,0.00,0,00:00:35:47,,,,,,,,,,,,
10/13/2022 14:45,10/13/2022 15:20,EURUSD,Buy,0.010,0.96487,0.96819,-0.1000,0.0000,33.2,3.22,0.02,00:00:35:47,91.5,32m,24.0,0.14,33.2,3.3200000000000003,-4.6,-0.45999999999999996,87.8,100.0,0.00,0.00
10/13/2022 11:15,10/13/2022 14:30,EURUSD,Sell Limit,0.010,0.97541,0.96910,0.0000,0.0000,0.0,0.00,0,00:03:15:02,,,,,,,,,,,,
10/13/2022 11:15,10/13/2022 14:30,EURUSD,Sell,0.010,0.97291,0.96956,-0.1000,0.0000,33.5,3.25,0.02,00:03:15:02,37.0,1h 12m,44.6,0.25,78.1,7.81,-19.3,-1.9300000000000002,80.2,54.2,-44.60,-4.46
10/12/2022 16:41,10/12/2022 20:11,EURUSD,Buy Limit,0.020,0.96530,0.97137,0.0000,0.0000,0.0,0.00,0,00:03:29:58,,,,,,,,,,,,
10/12/2022 16:41,10/12/2022 20:11,EURUSD,Buy,0.010,0.96780,0.97135,-0.1000,0.0000,35.5,3.45,0.02,00:03:29:59,96.2,3h 22m,27.3,0.24,35.5,3.5500000000000003,-8.4,-0.8400000000000001,80.9,100.0,0.00,0.00
10/11/2022 21:15,10/12/2022 20:11,EURUSD,Buy,0.010,0.97034,0.97135,-0.1000,-0.1400,10.1,0.77,0.01,00:22:56:21,57.9,13h 16m,61.9,1.16,28.6,2.8600000000000003,-33.3,-3.33,46.2,70.1,-18.50,-1.85
10/11/2022 18:22,10/11/2022 20:56,EURUSD,Sell Limit,0.040,0.97983,0.97198,0.0000,0.0000,0.0,0.00,0,00:02:33:29,,,,,,,,,,,,
10/11/2022 18:22,10/11/2022 20:56,EURUSD,Sell,0.020,0.97633,0.97203,-0.2000,0.0000,43.0,8.40,0.06,00:02:33:30,79.3,2h 1m,12.9,0.25,43.0,8.6,-10.6,-2.12,80.2,100.0,0.00,0.00
10/11/2022 17:51,10/11/2022 20:56,EURUSD,Sell,0.010,0.97383,0.97203,-0.1000,0.0000,18.0,1.70,0.01,00:03:04:38,8.2,15m,37.6,1.98,18.0,1.8,-35.6,-3.5600000000000005,33.6,100.0,0.00,0.00
10/11/2022 09:45,10/11/2022 20:56,EURUSD,Sell,0.010,0.97130,0.97203,-0.1000,0.0000,-7.3,-0.83,-0.01,00:11:11:10,40.3,4h 30m,82.2,2.86,21.3,2.1300000000000003,-60.9,-6.09,25.9,65.2,-28.60,-2.86
10/11/2022 04:30,10/11/2022 09:32,EURUSD,Buy Limit,0.010,0.96601,0.97199,0.0000,0.0000,0.0,0.00,0,00:05:02:07,,,,,,,,,,,,
10/11/2022 04:30,10/11/2022 09:32,EURUSD,Buy,0.010,0.96851,0.97183,-0.1000,0.0000,33.2,3.22,0.02,00:05:02:07,54.7,2h 45m,22.4,0.35,36.4,3.64,-12.7,-1.27,74.1,93.5,-3.20,-0.32
10/11/2022 02:30,10/11/2022 04:16,EURUSD,Sell Limit,0.010,0.97444,0.96857,0.0000,0.0000,0.0,0.00,0,00:01:45:57,,,,,,,,,,,,
10/11/2022 02:30,10/11/2022 04:15,EURUSD,Sell,0.010,0.97194,0.96862,-0.1000,0.0000,33.2,3.22,0.02,00:01:45:57,88.6,1h 33m,6.6,0.09,33.4,3.34,-3.1,-0.31000000000000005,91.5,99.5,-0.20,-0.02
10/10/2022 10:35,10/10/2022 16:30,EURUSD,Buy Limit,0.640,0.96212,0.97426,0.0000,0.0000,0.0,0.00,0,00:05:55:07,,,,,,,,,,,,
10/10/2022 10:35,10/10/2022 16:30,EURUSD,Buy,0.320,0.96872,0.97397,-3.2000,0.0000,52.5,164.80,1.17,00:05:55:06,97.2,5h 45m,25.4,0.06,52.5,168.0,-2.9,-9.28,94.8,100.0,0.00,0.00
10/10/2022 07:33,10/10/2022 16:30,EURUSD,Buy,0.160,0.97222,0.97397,-1.6000,0.0000,17.5,26.40,0.19,00:08:57:25,16.8,1h 30m,48.6,2.17,17.5,28.0,-37.9,-60.64,31.6,100.0,0.00,0.00
10/07/2022 14:30,10/10/2022 16:30,EURUSD,Buy,0.080,0.97577,0.97397,-0.8000,-1.0900,-18.0,-16.29,-0.12,03:02:00:17,6.0,4h 26m,104.1,2.32,31.4,25.12,-72.7,-58.160000000000004,30.2,52.5,-49.40,-39.52
10/06/2022 18:12,10/10/2022 16:30,EURUSD,Buy,0.040,0.97917,0.97397,-0.4000,-1.1000,-52.0,-22.30,-0.16,03:22:18:17,17.6,16h 35m,131.7,4.27,25.0,10.0,-106.7,-42.68000000000001,19.0,41.5,-77.00,-30.80
10/06/2022 15:49,10/10/2022 16:30,EURUSD,Buy,0.020,0.98267,0.97397,-0.2000,-0.5400,-87.0,-18.14,-0.13,04:00:41:15,1.5,1h 27m,157.7,8.86,16.0,3.2,-141.7,-28.34,10.1,34.7,-103.00,-20.60
10/06/2022 15:05,10/10/2022 16:30,EURUSD,Buy,0.010,0.98519,0.97397,-0.1000,-0.2800,-112.2,-11.60,-0.08,04:01:24:47,0.0,0s,166.9,169.49,0.0,0.0,-166.9,-16.69,0.0,32.8,-112.20,-11.22
10/06/2022 10:45,10/10/2022 16:30,EURUSD,Buy,0.010,0.98771,0.97397,-0.1000,-0.2800,-137.4,-14.12,-0.10,04:05:45:36,2.7,2h 44m,214.6,8.54,22.5,2.25,-192.1,-19.21,10.5,25.5,-159.90,-15.99
10/06/2022 02:30,10/06/2022 10:21,EURUSD,Sell Limit,0.020,0.99505,0.98874,0.0000,0.0000,0.0,0.00,0,00:07:51:44,,,,,,,,,,,,
10/06/2022 02:29,10/06/2022 10:21,EURUSD,Sell,0.010,0.99255,0.98885,-0.1000,0.0000,37.0,3.60,0.03,00:07:51:43,99.8,7h 50m,23.2,0.01,37.0,3.7,-0.5,-0.05,98.7,100.0,0.00,0.00
10/06/2022 01:33,10/06/2022 10:21,EURUSD,Sell,0.010,0.99000,0.98885,-0.1000,0.0000,11.5,1.05,0.01,00:08:48:05,2.5,13m,26.1,2.26,11.5,1.1500000000000001,-26.0,-2.6,30.7,100.0,0.00,0.00
10/05/2022 16:00,10/06/2022 01:33,EURUSD,Buy Limit,0.040,0.98212,0.99003,0.0000,0.0000,0.0,0.00,0,00:09:32:52,,,,,,,,,,,,
10/05/2022 16:00,10/06/2022 01:33,EURUSD,Buy,0.020,0.98562,0.99000,-0.2000,-0.8200,43.8,7.74,0.05,00:09:32:53,88.0,8h 24m,22.1,0.46,43.8,8.76,-20.1,-4.0200000000000005,68.5,100.0,0.00,0.00
10/05/2022 15:26,10/06/2022 01:33,EURUSD,Buy,0.010,0.98820,0.99000,-0.1000,-0.4100,18.0,1.29,0.01,00:10:06:50,46.7,4h 43m,50.2,2.55,18.0,1.8,-45.9,-4.59,28.2,100.0,0.00,0.00
10/05/2022 13:45,10/06/2022 01:33,EURUSD,Buy,0.010,0.99070,0.99000,-0.1000,-0.4100,-7.0,-1.21,-0.01,00:11:48:33,6.1,43m,84.1,5.37,13.2,1.32,-70.9,-7.090000000000001,15.7,76.0,-20.20,-2.02
10/04/2022 18:04,10/05/2022 09:53,EURUSD,Sell Limit,0.160,1.00171,0.99388,0.0000,0.0000,0.0,0.00,0,00:15:48:37,,,,,,,,,,,,
10/04/2022 18:04,10/05/2022 09:53,EURUSD,Sell,0.080,0.99821,0.99391,-0.8000,0.0300,43.0,33.63,0.24,00:15:48:37,62.7,9h 54m,35.5,0.36,43.3,34.64,-15.7,-12.56,73.4,99.5,-0.30,-0.24
10/04/2022 16:03,10/05/2022 09:53,EURUSD,Sell,0.040,0.99481,0.99391,-0.4000,0.0100,9.0,3.21,0.02,00:17:49:56,5.2,55m,60.3,4.69,10.6,4.24,-49.7,-19.880000000000003,17.6,97.3,-1.60,-0.64
10/04/2022 14:24,10/05/2022 09:53,EURUSD,Sell,0.020,0.99123,0.99391,-0.2000,0.0100,-26.8,-5.55,-0.04,00:19:28:07,0.9,10m,89.5,21.41,4.0,0.8,-85.5,-17.1,4.5,65.6,-30.80,-6.16
10/04/2022 09:09,10/05/2022 09:53,EURUSD,Sell,0.010,0.98855,0.99391,-0.1000,0.0000,-53.6,-5.46,-0.04,01:00:44:02,12.8,3h 9m,140.5,3.98,28.2,2.8200000000000003,-112.3,-11.23,20.1,41.8,-81.80,-8.18
10/04/2022 08:30,10/05/2022 09:53,EURUSD,Sell,0.010,0.98605,0.99391,-0.1000,0.0000,-78.6,-7.96,-0.06,01:01:23:02,0.7,10m,140.5,42.92,3.2,0.32000000000000006,-137.3,-13.730000000000002,2.3,41.8,-81.80,-8.18
10/03/2022 17:17,10/03/2022 17:57,EURUSD,Sell Limit,0.020,0.98687,0.98066,0.0000,0.0000,0.0,0.00,0,00:00:40:20,,,,,,,,,,,,
10/03/2022 17:17,10/03/2022 17:57,EURUSD,Sell,0.010,0.98437,0.98077,-0.1000,0.0000,36.0,3.50,0.02,00:00:40:19,100.0,40m,6.0,0.03,36.2,3.6200000000000006,0.0,0.0,100.0,99.4,-0.20,-0.02
10/03/2022 16:30,10/03/2022 17:57,EURUSD,Sell,0.010,0.98179,0.98077,-0.1000,0.0000,10.2,0.92,0.01,00:01:27:27,34.5,30m,33.5,2.24,10.4,1.04,-23.3,-2.33,30.9,99.4,-0.20,-0.02
10/03/2022 11:45,10/03/2022 16:07,EURUSD,Buy Limit,0.010,0.97419,0.98012,0.0000,0.0000,0.0,0.00,0,00:04:22:12,,,,,,,,,,,,
10/03/2022 11:45,10/03/2022 16:07,EURUSD,Buy,0.010,0.97669,0.97999,-0.1000,0.0000,33.0,3.20,0.02,00:04:22:13,51.2,2h 14m,30.5,0.36,35.5,3.5500000000000003,-12.7,-1.27,73.7,94.8,-2.50,-0.25
10/03/2022 06:45,10/03/2022 07:52,EURUSD,Buy Limit,0.010,0.97657,0.98247,0.0000,0.0000,0.0,0.00,0,00:01:07:17,,,,,,,,,,,,
10/03/2022 06:45,10/03/2022 07:52,EURUSD,Buy,0.010,0.97907,0.98240,-0.1000,0.0000,33.3,3.23,0.02,00:01:07:16,44.8,30m,8.2,0.14,41.5,4.15,-5.9,-0.5900000000000001,87.6,82.7,-8.20,-0.82
10/03/2022 04:00,10/03/2022 06:36,EURUSD,Sell Limit,0.010,0.98498,0.97914,0.0000,0.0000,0.0,0.00,0,00:02:36:11,,,,,,,,,,,,
10/03/2022 04:00,10/03/2022 06:36,EURUSD,Sell,0.010,0.98248,0.97917,-0.1000,0.0000,33.1,3.21,0.02,00:02:36:12,100.0,2h 36m,7.8,0.03,34.0,3.4000000000000004,0.0,0.0,100.0,97.4,-0.90,-0.09
09/30/2022 15:20,09/30/2022 16:01,EURUSD,Buy Limit,0.040,0.97006,0.97794,0.0000,0.0000,0.0,0.00,0,00:00:40:47,,,,,,,,,,,,
09/30/2022 15:20,09/30/2022 16:01,EURUSD,Buy,0.020,0.97356,0.97804,-0.2000,0.0000,44.8,8.76,0.06,00:00:40:46,100.0,40m,11.3,0.02,44.8,8.959999999999999,0.0,0.0,100.0,100.0,0.00,0.00
09/30/2022 12:49,09/30/2022 16:01,EURUSD,Buy,0.010,0.97606,0.97804,-0.1000,0.0000,19.8,1.88,0.01,00:03:11:22,36.0,1h 8m,39.7,1.26,19.8,1.9800000000000002,-25.0,-2.5,44.2,100.0,0.00,0.00
09/30/2022 12:15,09/30/2022 16:01,EURUSD,Buy,0.010,0.97859,0.97804,-0.1000,0.0000,-5.5,-0.65,0.00,00:03:45:58,0.0,0s,50.3,50.51,0.0,0.0,-50.3,-5.03,0.0,89.1,-5.50,-0.55
09/30/2022 00:17,09/30/2022 04:00,EURUSD,Sell Limit,0.020,0.98648,0.98048,0.0000,0.0000,0.0,0.00,0,00:03:43:22,,,,,,,,,,,,
09/30/2022 00:17,09/30/2022 04:00,EURUSD,Sell,0.010,0.98398,0.98048,-0.1000,0.0000,35.0,3.40,0.02,00:03:43:23,99.2,3h 41m,22.4,0.12,35.0,3.5,-4.3,-0.43,89.1,100.0,0.00,0.00
09/29/2022 23:10,09/30/2022 04:00,EURUSD,Sell,0.010,0.98148,0.98048,-0.1000,0.0000,10.0,0.90,0.01,00:04:50:31,6.6,19m,29.3,2.93,10.0,1.0,-29.3,-2.93,25.4,100.0,0.00,0.00
09/29/2022 13:30,09/29/2022 14:35,EURUSD,Sell Limit,0.010,0.97537,0.96954,0.0000,0.0000,0.0,0.00,0,00:01:05:36,,,,,,,,,,,,
09/29/2022 13:30,09/29/2022 14:35,EURUSD,Sell,0.010,0.97287,0.96953,-0.1000,0.0000,33.4,3.24,0.02,00:01:05:38,69.3,45m,21.5,0.43,33.4,3.34,-14.5,-1.4500000000000002,69.7,100.0,0.00,0.00
09/29/2022 09:33,09/29/2022 11:33,EURUSD,Buy Limit,0.040,0.96066,0.96848,0.0000,0.0000,0.0,0.00,0,00:02:00:19,,,,,,,,,,,,
09/29/2022 09:33,09/29/2022 11:33,EURUSD,Buy,0.020,0.96416,0.96846,-0.2000,0.0000,43.0,8.40,0.06,00:02:00:16,93.4,1h 52m,20.1,0.10,43.2,8.64,-4.2,-0.8400000000000001,91.1,99.6,-0.20,-0.04
09/29/2022 07:40,09/29/2022 11:33,EURUSD,Buy,0.010,0.96666,0.96846,-0.1000,0.0000,18.0,1.70,0.01,00:03:53:06,21.9,51m,37.4,1.60,18.2,1.82,-29.2,-2.92,38.4,99.6,-0.20,-0.02
09/29/2022 02:55,09/29/2022 11:33,EURUSD,Buy,0.010,0.96920,0.96846,-0.1000,0.0000,-7.4,-0.84,-0.01,00:08:38:37,4.3,22m,60.3,9.59,5.7,0.5700000000000001,-54.6,-5.460000000000001,9.5,78.3,-13.10,-1.31
09/28/2022 19:21,09/29/2022 02:55,EURUSD,Sell Limit,0.160,0.97704,0.96917,0.0000,0.0000,0.0,0.00,0,00:07:34:07,,,,,,,,,,,,
09/28/2022 19:20,09/29/2022 02:55,EURUSD,Sell,0.080,0.97354,0.96921,-0.8000,0.0800,43.3,33.92,0.24,00:07:34:08,78.5,5h 56m,25.9,0.35,43.3,34.64,-15.0,-12.0,74.3,100.0,0.00,0.00
09/28/2022 18:03,09/29/2022 02:55,EURUSD,Sell,0.040,0.97013,0.96921,-0.4000,0.0400,9.2,3.32,0.02,00:08:51:49,13.6,1h 12m,67.7,2.64,18.6,7.440000000000001,-49.1,-19.64,27.5,86.1,-9.40,-3.76
09/28/2022 17:49,09/29/2022 02:55,EURUSD,Sell,0.020,0.96656,0.96921,-0.2000,0.0200,-26.5,-5.48,-0.04,00:09:05:18,0.0,0s,84.8,85.47,0.0,0.0,-84.8,-16.96,0.0,68.7,-26.50,-5.30
09/28/2022 17:03,09/29/2022 02:55,EURUSD,Sell,0.010,0.96406,0.96921,-0.1000,0.0100,-51.5,-5.24,-0.04,00:09:51:39,4.3,25m,122.1,8.93,12.3,1.2300000000000002,-109.8,-10.98,10.1,47.7,-63.80,-6.38
09/28/2022 15:45,09/29/2022 02:55,EURUSD,Sell,0.010,0.96147,0.96921,-0.1000,0.0100,-77.4,-7.83,-0.06,00:11:10:02,4.8,32m,154.3,7.30,18.6,1.8600000000000003,-135.7,-13.57,12.1,37.8,-96.00,-9.60
09/28/2022 03:30,09/28/2022 12:02,EURUSD,Buy Limit,0.010,0.95348,0.95939,0.0000,0.0000,0.0,0.00,0,00:08:32:53,,,,,,,,,,,,
09/28/2022 03:30,09/28/2022 12:02,EURUSD,Buy,0.010,0.95598,0.95941,-0.1000,0.0000,34.3,3.33,0.02,00:08:32:51,30.7,2h 37m,49.4,0.58,36.7,3.6700000000000004,-21.2,-2.12,63.4,95.9,-2.40,-0.24
09/27/2022 08:23,09/27/2022 10:05,EURUSD,Sell Limit,0.020,0.96939,0.96324,0.0000,0.0000,0.0,0.00,0,00:01:42:44,,,,,,,,,,,,
09/27/2022 08:23,09/27/2022 10:05,EURUSD,Sell,0.010,0.96689,0.96330,-0.1000,0.0000,35.9,3.49,0.02,00:01:42:45,100.0,1h 42m,26.4,0.03,36.8,3.6799999999999997,0.0,0.0,100.0,97.6,-0.90,-0.09
09/27/2022 05:45,09/27/2022 10:05,EURUSD,Sell,0.010,0.96439,0.96330,-0.1000,0.0000,10.9,0.99,0.01,00:04:20:54,48.9,2h 7m,32.2,1.98,11.8,1.1800000000000002,-23.4,-2.34,33.5,97.4,-0.90,-0.09
09/27/2022 00:30,09/27/2022 01:57,EURUSD,Buy Limit,0.010,0.95621,0.96205,0.0000,0.0000,0.0,0.00,0,00:01:27:27,,,,,,,,,,,,
09/27/2022 00:30,09/27/2022 01:57,EURUSD,Buy,0.010,0.95871,0.96201,-0.1000,0.0000,33.0,3.20,0.02,00:01:27:28,100.0,1h 27m,6.9,0.03,34.4,3.44,0.0,0.0,100.0,95.9,-1.40,-0.14
09/26/2022 03:06,09/26/2022 03:15,EURUSD,Buy Limit,0.010,0.95935,0.96524,0.0000,0.0000,0.0,0.00,0,00:00:08:22,,,,,,,,,,,,
09/26/2022 03:06,09/26/2022 03:15,EURUSD,Buy,0.010,0.96185,0.96523,-0.1000,0.0000,33.8,3.28,0.02,00:00:08:21,100.0,8m,9.1,0.03,33.8,3.38,0.0,0.0,100.0,100.0,0.00,0.00
09/26/2022 02:59,09/26/2022 03:06,EURUSD,Buy,0.640,0.95629,0.96180,-6.4000,0.0000,55.1,346.24,2.52,00:00:07:15,100.0,7m,6.8,0.02,56.5,361.6,0.0,0.0,100.0,97.5,-1.40,-8.96
09/26/2022 02:57,09/26/2022 03:06,EURUSD,Buy,0.320,0.96300,0.96180,-3.2000,0.0000,-12.0,-41.60,-0.30,00:00:09:00,0.0,0s,60.6,60.61,0.0,0.0,-60.6,-193.92000000000002,0.0,80.2,-12.00,-38.40
09/26/2022 02:48,09/26/2022 03:06,EURUSD,Buy,0.160,0.96655,0.96180,-1.6000,0.0000,-47.5,-77.60,-0.56,00:00:18:19,0.0,0s,96.1,96.15,0.0,0.0,-96.1,-153.76,0.0,50.6,-47.50,-76.00
09/23/2022 19:39,09/26/2022 03:06,EURUSD,Buy,0.080,0.97007,0.96180,-0.8000,-1.0900,-82.7,-68.05,-0.49,02:07:27:40,0.3,9m,140.5,14.29,9.2,7.359999999999999,-131.3,-105.04000000000002,6.5,34.6,-91.90,-73.52
09/23/2022 15:59,09/26/2022 03:06,EURUSD,Buy,0.040,0.97351,0.96180,-0.4000,-0.5500,-117.1,-47.79,-0.34,02:11:06:57,0.6,21m,175.0,17.83,9.3,3.7200000000000006,-165.7,-66.28,5.3,27.8,-126.40,-50.56
09/23/2022 09:01,09/26/2022 03:06,EURUSD,Buy,0.020,0.97704,0.96180,-0.2000,-0.2700,-152.4,-30.95,-0.22,02:18:05:08,1.9,1h 15m,223.4,8.98,22.4,4.4799999999999995,-201.0,-40.2,10.0,21.8,-174.80,-34.96
09/23/2022 09:00,09/26/2022 03:06,EURUSD,Buy,0.010,0.97956,0.96180,-0.1000,-0.1400,-177.6,-18.00,-0.13,02:18:06:20,0.0,0s,226.2,227.27,0.0,0.0,-226.2,-22.62,0.0,21.5,-177.60,-17.76
09/23/2022 06:15,09/26/2022 03:06,EURUSD,Buy,0.010,0.98208,0.96180,-0.1000,-0.1400,-202.8,-20.52,-0.15,02:20:51:46,3.3,2h 16m,267.1,16.03,15.7,1.57,-251.4,-25.14,5.9,18.2,-218.50,-21.85
09/22/2022 10:42,09/22/2022 11:56,EURUSD,Sell Limit,0.040,0.99376,0.98583,0.0000,0.0000,0.0,0.00,0,00:01:13:35,,,,,,,,,,,,
09/22/2022 10:42,09/22/2022 11:56,EURUSD,Sell,0.020,0.99026,0.98589,-0.2000,0.0000,43.7,8.54,0.06,00:01:13:34,,,,,,,,,,,,
09/22/2022 10:17,09/22/2022 11:56,EURUSD,Sell,0.010,0.98769,0.98589,-0.1000,0.0000,18.0,1.70,0.01,00:01:38:27,,,,,,,,,,,,
09/22/2022 09:45,09/22/2022 11:56,EURUSD,Sell,0.010,0.98514,0.98589,-0.1000,0.0000,-7.5,-0.85,-0.01,00:02:10:59,,,,,,,,,,,,
09/22/2022 02:15,09/22/2022 09:36,EURUSD,Buy Limit,0.010,0.97947,0.98537,0.0000,0.0000,0.0,0.00,0,00:07:21:35,,,,,,,,,,,,
09/22/2022 02:15,09/22/2022 09:36,EURUSD,Buy,0.010,0.98197,0.98528,-0.1000,0.0000,33.1,3.21,0.02,00:07:21:35,60.6,4h 27m,23.5,0.30,33.1,3.3100000000000005,-9.9,-0.9900000000000001,77.0,100.0,0.00,0.00
09/21/2022 20:00,09/21/2022 20:34,EURUSD,Buy Limit,0.160,0.98024,0.98796,0.0000,0.0000,0.0,0.00,0,00:00:33:26,,,,,,,,,,,,
09/21/2022 20:00,09/21/2022 20:34,EURUSD,Buy,0.080,0.98374,0.98826,-0.8000,0.0000,45.2,35.36,0.25,00:00:33:26,67.7,22m,12.2,0.20,45.2,36.160000000000004,-9.1,-7.28,83.2,100.0,0.00,0.00
09/21/2022 17:05,09/21/2022 20:34,EURUSD,Buy,0.040,0.98726,0.98826,-0.4000,0.0000,10.0,3.60,0.03,00:03:29:05,54.6,1h 54m,59.1,2.99,14.8,5.920000000000001,-44.3,-17.72,25.0,91.9,-4.80,-1.92
09/21/2022 08:33,09/21/2022 20:34,EURUSD,Buy,0.020,0.99076,0.98826,-0.2000,0.0000,-25.0,-5.20,-0.04,00:12:00:21,37.1,4h 27m,107.0,2.86,27.7,5.54,-79.3,-15.86,25.9,50.7,-52.70,-10.54
09/21/2022 08:01,09/21/2022 20:34,EURUSD,Buy,0.010,0.99326,0.98826,-0.1000,0.0000,-50.0,-5.10,-0.04,00:12:32:31,3.9,29m,124.3,5.22,20.0,2.0,-104.3,-10.43,16.1,43.7,-70.00,-7.00
09/21/2022 02:45,09/21/2022 20:34,EURUSD,Buy,0.010,0.99587,0.98826,-0.1000,0.0000,-76.1,-7.71,-0.06,00:17:49:04,28.2,5h 1m,134.5,11.45,10.8,1.08,-123.7,-12.370000000000001,8.0,35.4,-86.90,-8.69
09/20/2022 14:30,09/20/2022 17:13,EURUSD,Buy Limit,0.010,0.99411,0.99993,0.0000,0.0000,0.0,0.00,0,00:02:42:57,,,,,,,,,,,,
09/20/2022 14:30,09/20/2022 17:13,EURUSD,Buy,0.010,0.99661,0.99993,-0.1000,0.0000,33.2,3.22,0.02,00:02:42:58,88.3,2h 23m,15.8,0.30,33.2,3.3200000000000003,-10.0,-1.0,76.9,100.0,0.00,0.00
09/20/2022 02:04,09/20/2022 10:24,EURUSD,Sell Limit,0.020,1.00639,1.00036,0.0000,0.0000,0.0,0.00,0,00:08:19:53,,,,,,,,,,,,
09/20/2022 02:04,09/20/2022 10:24,EURUSD,Sell,0.010,1.00389,1.00036,-0.1000,0.0000,35.3,3.43,0.02,00:08:19:54,92.7,7h 43m,28.4,0.31,35.3,3.53,-11.1,-1.11,76.1,100.0,0.00,0.00
09/19/2022 17:15,09/20/2022 10:24,EURUSD,Sell,0.010,1.00139,1.00036,-0.1000,0.0000,10.3,0.93,0.01,00:17:09:04,23.5,4h 1m,48.0,2.94,12.2,1.22,-35.8,-3.58,25.4,96.0,-1.90,-0.19
09/19/2022 07:55,09/19/2022 17:01,EURUSD,Buy Limit,0.010,0.99581,1.00165,0.0000,0.0000,0.0,0.00,0,00:09:06:56,,,,,,,,,,,,
09/19/2022 07:54,09/19/2022 17:01,EURUSD,Buy,0.010,0.99831,1.00161,-0.1000,0.0000,33.0,3.20,0.02,00:09:06:56,45.0,4h 6m,23.4,0.44,33.8,3.38,-15.0,-1.5,69.3,98.4,-0.80,-0.08
09/16/2022 16:45,09/19/2022 07:54,EURUSD,Sell Limit,0.010,1.00411,0.99827,0.0000,0.0000,0.0,0.00,0,02:15:09:55,,,,,,,,,,,,
09/16/2022 16:45,09/19/2022 07:54,EURUSD,Sell,0.010,1.00161,0.99831,-0.1000,0.0000,33.0,3.20,0.02,02:15:09:56,96.1,2d 12h ,35.3,0.57,33.7,3.3700000000000006,-19.2,-1.92,63.7,98.7,-0.70,-0.07
09/16/2022 10:00,09/16/2022 16:11,EURUSD,Buy Limit,0.010,0.99315,0.99899,0.0000,0.0000,0.0,0.00,0,00:06:11:17,,,,,,,,,,,,
09/16/2022 10:00,09/16/2022 16:11,EURUSD,Buy,0.010,0.99565,0.99895,-0.1000,0.0000,33.0,3.20,0.02,00:06:11:18,,,,,,,,,,,,
09/16/2022 02:45,09/16/2022 09:42,EURUSD,Sell Limit,0.010,1.00332,0.99727,0.0000,0.0000,0.0,0.00,0,00:06:57:49,,,,,,,,,,,,
09/16/2022 02:45,09/16/2022 09:42,EURUSD,Sell,0.010,1.00082,0.99743,-0.1000,0.0000,33.9,3.29,0.02,00:06:57:50,,,,,,,,,,,,
